property,title,value,format
7708234640-VSHP2016585,"ПОГОЛОВЬЕ СВИНЕЙ В ХОЗЯЙСТВАХ ГРАЖДАН В ГОРОДСКИХ ОКРУГАХ И ГОРОДСКИХ ПОСЕЛЕНИЯХ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016585/meta.csv,csv
7708234640-noelementaryeducation,"Численность населения, не имеющего  начального общего образования  (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-noelementaryeducation/meta.csv,csv
7708234640-7708234640-stateprogram-2020,"Детальный план-график реализации государственной программы «Экономическое развитие и инновационная экономика» на 2020 год и на плановый период 2021 и 2022 годов",https://rosstat.gov.ru/opendata/7708234640-7708234640-stateprogram-2020/meta.csv,csv
7708234640-VSHP2016428,"ПЛОЩАДЬ, ОБРАБОТАННАЯ ПЕСТИЦИДАМИ ПОД УРОЖАЙ 2016 ГОДА В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016428/meta.csv,csv
7708234640-mpn2015718,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: магистр (ВПН-2010);Л3 Число исполнившихся лет: 16 – 29 лет",https://rosstat.gov.ru/opendata/7708234640-mpn2015718/meta.csv,csv
7708234640-highschool3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее (полное) общее, 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-highschool3539th/meta.csv,csv
7708234640-showlivelihood,"Численность населения, указавшего источники средств к существованию  (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-showlivelihood/meta.csv,csv
7708234640-bdboo2017,"(Архив) Бухгалтерская (финансовая) отчетность предприятий и организаций за 2017 год",https://rosstat.gov.ru/opendata/7708234640-bdboo2017/meta.csv,csv
7708234640-VSHP2016210,"СТРУКТУРА ЧИСЛЕННОСТИ ПОСТОЯННЫХ РАБОТНИКОВ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ, НЕ ОТНОСЯЩИХСЯ К СУБЪЕКТАМ МАЛОГО ПРЕДПРИНИМАТЕЛЬСТВА, ПО УРОВНЮ ОБРАЗОВАНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016210/meta.csv,csv
7708234640-mpn2015615,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: среднее профессиональное (среднее специальное);Возрастная группа: трудоспособный",https://rosstat.gov.ru/opendata/7708234640-mpn2015615/meta.csv,csv
7708234640-specialist1819th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: специалист (ВПН-2010), 18-19 лет",https://rosstat.gov.ru/opendata/7708234640-specialist1819th/meta.csv,csv
7708234640-registeredmarriage,"Численность населения, состоящего в зарегистрированном браке (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-registeredmarriage/meta.csv,csv
7708234640-subsidiaryfarmaslivelihood,"Численность населения, указавшего источником средств к существованию личное подсобное хозяйство (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-subsidiaryfarmaslivelihood/meta.csv,csv
7708234640-VSHP2016338,"ПОСЕВНАЯ ПЛОЩАДЬ ТРАВ ОДНОЛЕТНИХ ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016338/meta.csv,csv
7708234640-04th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: 0–4 года",https://rosstat.gov.ru/opendata/7708234640-04th/meta.csv,csv
7708234640-mpn2015127,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: брак зарегистрирован;Л3 Число исполнившихся лет: Итого",https://rosstat.gov.ru/opendata/7708234640-mpn2015127/meta.csv,csv
7708234640-VSHP2016463,"СТРУКТУРА ПОСЕВНОЙ ПЛОЩАДИ РЖИ ПОД УРОЖАЙ 2016 ГОДА ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016463/meta.csv,csv
7708234640-officialmarriage3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: брак зарегистрирован, 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-officialmarriage3539th/meta.csv,csv
7708234640-VSHP2016436,"ПЛОЩАДИ ЯГОДНЫХ КУЛЬТУР ПО ВИДАМ В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016436/meta.csv,csv
7708234640-VSHP2016147,"ЧИСЛО КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ, ОСУЩЕСТВЛЯВШИХ РАЗЛИЧНЫЕ ВИДЫ СЕЛЬСКОХОЗЯЙСТВЕННОЙ ДЕЯТЕЛЬНОСТИ В I ПОЛУГОДИИ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP2016147/meta.csv,csv
7708234640-VSHP2016102,"ГРУППИРОВКА КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙПО ПОГОЛОВЬЮ КРУПНОГО РОГАТОГО СКОТА",https://rosstat.gov.ru/opendata/7708234640-VSHP2016102/meta.csv,csv
7708234640-unfinisheduniversity4549th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: неполное высшее профессиональное (незаконченное высшее), 45-49 лет",https://rosstat.gov.ru/opendata/7708234640-unfinisheduniversity4549th/meta.csv,csv
7708234640-mpn2015140,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: разведен официально (ВПН-2010);Л3 Число исполнившихся лет: 0 - 15 лет",https://rosstat.gov.ru/opendata/7708234640-mpn2015140/meta.csv,csv
7708234640-college6569th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: начальное профессиональное, 65-69 лет",https://rosstat.gov.ru/opendata/7708234640-college6569th/meta.csv,csv
7708234640-budgetexecution2019,"(Архив) Сведения об использовании Федеральной службой государственной статистики и подведомственными получателями бюджетных средств, выделенных на 2019 год (по состоянию на 1 января 2020 года)",https://rosstat.gov.ru/opendata/7708234640-budgetexecution2019/meta.csv,csv
7708234640-urid1,"Статистический регистр хозяйствующих субъектов",https://rosstat.gov.ru/opendata/7708234640-urid1/meta.csv,csv
7708234640-VSHP2016454,"СТРУКТУРА ПЛОЩАДЕЙ МНОГОЛЕТНИХ ПЛОДОВЫХ НАСАЖДЕНИЙ И ЯГОДНЫХ КУЛЬТУР ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016454/meta.csv,csv
7708234640-mpn2015695,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: Не указавшие уровень образования;Л3 Число исполнившихся лет: 18 и более",https://rosstat.gov.ru/opendata/7708234640-mpn2015695/meta.csv,csv
7708234640-childgarden89th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: дошкольное (для детей в возрасте 6-9 лет), 8-9 лет",https://rosstat.gov.ru/opendata/7708234640-childgarden89th/meta.csv,csv
7708234640-2livelihood,"Численность населения, указавшего два источника средств к существованию (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-2livelihood/meta.csv,csv
7708234640-VSHP2016321,"ПОСЕВНАЯ ПЛОЩАДЬ МОРКОВИ СТОЛОВОЙ (ОТКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016321/meta.csv,csv
7708234640-VSHP2016211,"СТРУКТУРА ЧИСЛЕННОСТИ ПОСТОЯННЫХ РАБОТНИКОВ МАЛЫХ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ1) ПО УРОВНЮ ОБРАЗОВАНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016211/meta.csv,csv
7708234640-VSHP2016518,"УДЕЛЬНЫЙ ВЕС ПОГОЛОВЬЯ МОЛОЧНОГО КРУПНОГО РОГАТОГО СКОТА ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016518/meta.csv,csv
7708234640-VSHP201645,"ПОСЕВНЫЕ ПЛОЩАДИ СЕЛЬСКОХОЗЯЙСТВЕННЫХ КУЛЬТУР ПОД УРОЖАЙ 2016 ГОДА В КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP201645/meta.csv,csv
7708234640-unlettered6569th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имеющие начального общего образования - не умеющие читать и писать (неграмотные), 65-69 лет",https://rosstat.gov.ru/opendata/7708234640-unlettered6569th/meta.csv,csv
7708234640-VSHP2016128,"ЧИСЛО СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ, ОБЕСПЕЧЕННЫХ ОБЪЕКТАМИ ИНФРАСТРУКТУРЫ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016128/meta.csv,csv
7708234640-VSHP2016399,"ПОСЕВНАЯ ПЛОЩАДЬ ЯЧМЕНЯ ПИВОВАРЕННОГО, ЗАСЕЯННАЯ ЭЛИТНЫМИ СЕМЕНАМИ ПОД УРОЖАЙ 2016 ГОДА В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016399/meta.csv,csv
